query_template,params,startup_cost,total_cost,plan_rows,plan_width,num_nodes,plan_depth,num_relations,n_seq_scan,n_index_scan,n_bitmap_scan,n_hash_join,n_merge_join,n_nested_loop,n_sort,n_aggregate,n_gather,n_materialize,workers_planned,sum_est_rows,max_est_rows,est_scan_rows,sum_est_width,cost_per_est_row,startup_cost_frac,n_joins,planning_time_ms,execution_time_ms,actual_root_rows,query_id
Q16,"{""brand"": ""Brand#44"", ""typeprefix"": ""MEDIUM ANODIZED"", ""sizes"": ""1, 4, 21, 28, 30, 42, 44, 47""}",35835.01,35874.96,15981,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,332068,166667,179023,300,2.244710299086472,0.9988585671296323,1,0.446,734.687,18337.0,355
Q21,"{""nation"": ""IRAN""}",72876.29,72876.3,1,34,17,11,4,3,3,0,1,0,4,2,1,1,0,2,492655,305684,315908,432,36438.15,0.9999861410892005,5,2.39,3205.413,100.0,356
Q14,"{""date"": ""1995-05-01""}",113850.25,113850.27,1,32,8,5,2,1,0,2,1,0,0,0,2,1,0,2,300360,83333,113740,259,56925.135,0.9999910409431533,1,0.357,216.367,1.0,357
Q8,"{""nation"": ""CANADA"", ""region"": ""AMERICA"", ""type"": ""ECONOMY BURNISHED BRASS""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.443,336.814,2.0,358
Q8,"{""nation"": ""JORDAN"", ""region"": ""MIDDLE EAST"", ""type"": ""LARGE BURNISHED STEEL""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.357,325.995,2.0,359
Q19,"{""b1"": ""Brand#13"", ""b2"": ""Brand#31"", ""b3"": ""Brand#25"", ""q1"": 5, ""q2"": 15, ""q3"": 29}",32353.41,32353.42,1,32,6,4,2,1,1,0,0,0,1,0,2,1,0,2,248,198,199,159,16176.71,0.9999687832450713,1,0.527,75.734,1.0,360
Q9,"{""color"": ""salmon""}",50006.61,50020.91,96,90,16,9,6,3,3,0,2,0,3,1,1,1,0,2,353980,333333,336728,575,515.6794845360826,0.9996941340304678,5,2.91,3360.809,175.0,361
Q13,"{""w1"": ""unusual"", ""w2"": ""requests""}",144054.1,144054.6,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2160050,612325,674825,104,716.689552238806,0.9999895873537717,1,0.378,1035.179,42.0,362
Q8,"{""nation"": ""IRAQ"", ""region"": ""MIDDLE EAST"", ""type"": ""MEDIUM POLISHED COPPER""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.417,347.039,2.0,363
Q21,"{""nation"": ""KENYA""}",72876.29,72876.3,1,34,17,11,4,3,3,0,1,0,4,2,1,1,0,2,492655,305684,315908,432,36438.15,0.9999861410892005,5,2.336,3054.672,100.0,364
Q14,"{""date"": ""1996-11-01""}",114577.99,114578.0,1,32,8,5,2,1,0,2,1,0,0,0,2,1,0,2,303002,83333,114341,259,57289.0,0.9999911851211828,1,0.359,209.327,1.0,365
Q14,"{""date"": ""1995-09-01""}",111442.21,111442.22,1,32,8,5,2,1,0,2,1,0,0,0,2,1,0,2,292233,83333,111891,259,55721.11,0.9999909370888602,1,0.351,212.7,1.0,366
Q13,"{""w1"": ""pending"", ""w2"": ""requests""}",143633.17,143633.67,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2147426,606013,668513,104,714.5953731343284,0.9999895568388886,1,0.375,1016.617,41.0,367
Q10,"{""date"": ""1994-02-01""}",194446.45,194446.5,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1072930,599455,684988,1716,9259.357142857143,0.9999946000848559,3,0.977,821.667,20.0,368
Q21,"{""nation"": ""ROMANIA""}",72876.29,72876.3,1,34,17,11,4,3,3,0,1,0,4,2,1,1,0,2,492655,305684,315908,432,36438.15,0.9999861410892005,5,2.62,3254.154,100.0,369
Q3,"{""segment"": ""MACHINERY"", ""date"": ""1995-03-26""}",205641.04,205641.07,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1640832,324908,320424,256,18694.642727272727,0.9999949912972574,2,0.717,668.649,10.0,370
Q1,"{""delta"": 77}",231422.18,231424.44,6,236,5,4,1,1,0,0,0,0,0,1,2,1,0,2,2473564,2473532,2473532,969,33060.63428571429,0.9999859133896428,0,0.21,2794.146,4.0,371
Q15,"{""date"": ""1997-01-01""}",149046.6,149578.37,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,405157,240758,110364,434,2932.9092156862744,0.9964382120341864,1,0.227,415.337,1.0,372
Q15,"{""date"": ""1995-12-01""}",148808.4,149340.18,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,388212,228797,105380,434,2928.2388235294115,0.9964324642406066,1,0.226,419.969,1.0,373
Q7,"{""nation1"": ""UNITED KINGDOM"", ""nation2"": ""MOZAMBIQUE""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.682,5292.776,4.0,374
Q22,"{""codes"": ""'10', '20', '22', '25', '27', '29', '34'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.39,107.696,7.0,375
Q22,"{""codes"": ""'10', '14', '16', '18', '23', '29', '34'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.329,100.251,7.0,376
Q9,"{""color"": ""seashell""}",61040.27,61061.86,145,90,16,9,6,3,3,0,2,0,3,1,1,1,0,2,364278,333333,338411,575,418.2319178082192,0.9996300533581296,5,3.131,3436.659,175.0,377
Q5,"{""region"": ""EUROPE"", ""date"": ""1993-01-01""}",86574.79,86574.85,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,196573,76231,72546,588,3329.8019230769232,0.99998775640089,5,2.32,844.085,5.0,378
Q1,"{""delta"": 117}",230184.86,230187.12,6,236,5,4,1,1,0,0,0,0,0,1,2,1,0,2,2438212,2438180,2438180,969,32883.874285714286,0.9999858376705105,0,0.159,2775.884,4.0,379
Q5,"{""region"": ""AMERICA"", ""date"": ""1993-01-01""}",86574.79,86574.85,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,196573,76231,72546,588,3329.8019230769232,0.99998775640089,5,2.301,914.512,5.0,380
Q17,"{""brand"": ""Brand#35"", ""container"": ""JUMBO BOX""}",196000.26,196000.27,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003816,6001215,6001330,106,98000.135,0.9999948469721651,1,0.334,1824.836,1.0,381
Q8,"{""nation"": ""EGYPT"", ""region"": ""MIDDLE EAST"", ""type"": ""SMALL PLATED STEEL""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.359,346.463,2.0,382
Q22,"{""codes"": ""'10', '12', '17', '19', '20', '29', '32'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.38,114.508,7.0,383
Q6,"{""date"": ""1996-01-01"", ""discount"": 0.09, ""quantity"": 25}",169012.96,169012.97,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,992853,940583,52266,108,84506.485,0.999994024162618,0,0.122,520.619,1.0,384
Q17,"{""brand"": ""Brand#35"", ""container"": ""MED BOX""}",196000.67,196000.68,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003854,6001215,6001332,106,98000.34,0.9999948469829443,1,0.343,1842.159,1.0,385
Q11,"{""nation"": ""JAPAN""}",10179.8,10206.47,10667,36,15,5,3,2,2,4,0,0,4,1,2,0,0,0,87897,32000,962,192,0.9567369703787026,0.9972892401349208,4,1.134,254.408,1225.0,386
Q13,"{""w1"": ""unusual"", ""w2"": ""accounts""}",144891.89,144892.39,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2185176,624888,687388,104,720.8576616915424,0.9999896475608722,1,0.393,1035.411,42.0,387
Q15,"{""date"": ""1995-09-01""}",149187.41,149719.18,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,375051,219507,101509,434,2935.670196078431,0.9964415618522501,1,0.23,435.956,1.0,388
Q9,"{""color"": ""yellow""}",61040.27,61061.86,145,90,16,9,6,3,3,0,2,0,3,1,1,1,0,2,364278,333333,338411,575,418.2319178082192,0.9996300533581296,5,2.996,3421.16,175.0,389
Q4,"{""date"": ""1993-08-01""}",72524.1,72571.62,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,98383,60773,25328,128,12095.269999999999,0.9993314282989922,1,0.348,303.611,5.0,390
Q12,"{""m1"": ""RAIL"", ""m2"": ""MAIL"", ""date"": ""1997-01-01""}",210314.13,210563.22,7,27,8,6,2,2,0,0,1,0,0,1,2,1,0,2,674354,624951,637294,185,26320.4025,0.9988122863419056,1,0.364,715.914,2.0,391
Q11,"{""nation"": ""FRANCE""}",10179.8,10206.47,10667,36,15,5,3,2,2,4,0,0,4,1,2,0,0,0,87897,32000,962,192,0.9567369703787026,0.9972892401349208,4,0.647,223.862,911.0,392
Q20,"{""color"": ""linen"", ""date"": ""1994-01-01"", ""nation"": ""KENYA""}",173752.44,173752.71,108,51,15,7,5,2,1,5,1,0,2,1,1,0,0,0,7164,2693,2423,328,1594.0615596330274,0.9999926908035518,3,0.702,1616.09,170.0,393
Q6,"{""date"": ""1997-01-01"", ""discount"": 0.07, ""quantity"": 25}",169040.89,169040.9,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,994411,942155,52252,108,84520.45,0.9999940251499777,0,0.121,503.598,1.0,394
Q6,"{""date"": ""1993-01-01"", ""discount"": 0.04, ""quantity"": 24}",168143.73,168143.74,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,935950,888598,47348,108,84071.87,0.9999939932703219,0,0.121,507.655,1.0,395
Q22,"{""codes"": ""'10', '12', '14', '15', '22', '23', '27'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.405,111.666,7.0,396
Q12,"{""m1"": ""AIR"", ""m2"": ""REG AIR"", ""date"": ""1995-01-01""}",210266.0,210504.59,7,27,8,6,2,2,0,0,1,0,0,1,2,1,0,2,672254,624951,636769,185,26313.07375,0.9988618354505455,1,0.364,685.156,2.0,397
Q17,"{""brand"": ""Brand#21"", ""container"": ""SM PKG""}",195999.16,195999.17,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003717,6001215,6001327,106,97999.585,0.9999948469432449,1,0.343,1798.691,1.0,398
Q22,"{""codes"": ""'12', '13', '22', '26', '29', '30', '33'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.643,95.72,7.0,399
Q1,"{""delta"": 106}",230578.26,230580.52,6,236,5,4,1,1,0,0,0,0,0,1,2,1,0,2,2449452,2449420,2449420,969,32940.07428571428,0.99998586183316,0,0.159,2778.343,4.0,400
Q19,"{""b1"": ""Brand#41"", ""b2"": ""Brand#44"", ""b3"": ""Brand#41"", ""q1"": 4, ""q2"": 13, ""q3"": 26}",32800.41,32800.42,1,32,6,4,2,1,1,0,0,0,1,0,2,1,0,2,254,202,203,159,16400.21,0.9999692086501135,1,0.463,79.127,1.0,401
Q3,"{""segment"": ""FURNITURE"", ""date"": ""1995-03-15""}",201105.37,201105.4,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1604487,316876,317228,256,18282.30909090909,0.9999948783330616,2,0.669,650.475,10.0,402
Q22,"{""codes"": ""'10', '15', '17', '20', '21', '26', '32'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.401,112.417,7.0,403
Q15,"{""date"": ""1996-03-01""}",148959.58,149491.35,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,398960,236384,108541,434,2931.2029411764706,0.9964361387054252,1,0.239,426.445,1.0,404
Q20,"{""color"": ""mint"", ""date"": ""1996-01-01"", ""nation"": ""MOZAMBIQUE""}",173752.44,173752.71,108,51,15,7,5,2,1,5,1,0,2,1,1,0,0,0,7164,2693,2423,328,1594.0615596330274,0.9999926908035518,3,0.713,1641.545,168.0,405
Q20,"{""color"": ""bisque"", ""date"": ""1997-01-01"", ""nation"": ""GERMANY""}",173752.44,173752.71,108,51,15,7,5,2,1,5,1,0,2,1,1,0,0,0,7164,2693,2423,328,1594.0615596330274,0.9999926908035518,3,0.716,1690.086,185.0,406
Q1,"{""delta"": 83}",231250.54,231252.8,6,236,5,4,1,1,0,0,0,0,0,1,2,1,0,2,2468660,2468628,2468628,969,33036.114285714284,0.9999859029343519,0,0.205,2797.619,4.0,407
Q13,"{""w1"": ""special"", ""w2"": ""requests""}",144891.89,144892.39,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2185176,624888,687388,104,720.8576616915424,0.9999896475608722,1,0.389,1035.93,42.0,408
Q22,"{""codes"": ""'12', '13', '15', '17', '22', '27', '33'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.325,108.884,7.0,409
Q16,"{""brand"": ""Brand#21"", ""typeprefix"": ""SMALL BRUSHED"", ""sizes"": ""1, 19, 20, 22, 24, 34, 38, 39""}",35787.72,35827.59,15949,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,331388,166667,178966,300,2.2462438871473354,0.9988592908624092,1,0.43,715.196,18247.0,410
Q15,"{""date"": ""1993-09-01""}",148902.38,149434.15,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,395016,233600,107381,434,2930.0813725490193,0.9964347745493615,1,0.242,418.494,1.0,411
Q17,"{""brand"": ""Brand#51"", ""container"": ""SM CAN""}",196000.95,196000.96,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003879,6001215,6001333,106,98000.48,0.9999948469903057,1,0.339,1793.753,1.0,412
Q12,"{""m1"": ""REG AIR"", ""m2"": ""FOB"", ""date"": ""1995-01-01""}",210274.24,210514.63,7,27,8,6,2,2,0,0,1,0,0,1,2,1,0,2,672614,624951,636859,185,26314.32875,0.9988533392983694,1,0.695,706.119,2.0,413
Q15,"{""date"": ""1997-05-01""}",148986.72,149518.49,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,400979,237809,109135,434,2931.7350980392157,0.9964367855989879,1,0.229,430.555,1.0,414
Q13,"{""w1"": ""special"", ""w2"": ""deposits""}",144891.89,144892.39,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2185176,624888,687388,104,720.8576616915424,0.9999896475608722,1,0.377,1046.544,42.0,415
Q10,"{""date"": ""1993-02-01""}",194282.01,194282.06,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1068916,599455,684722,1716,9251.526666666667,0.9999945955144005,3,1.047,805.999,20.0,416
Q1,"{""delta"": 89}",231078.9,231081.16,6,236,5,4,1,1,0,0,0,0,0,1,2,1,0,2,2463756,2463724,2463724,969,33011.59428571429,0.999985892463529,0,0.216,2772.866,4.0,417
Q9,"{""color"": ""white""}",55523.44,55541.31,120,90,16,9,6,3,3,0,2,0,3,1,1,1,0,2,359129,333333,337570,575,459.0190909090909,0.9996602589989506,5,3.014,3335.261,175.0,418
Q11,"{""nation"": ""KENYA""}",10179.8,10206.47,10667,36,15,5,3,2,2,4,0,0,4,1,2,0,0,0,87897,32000,962,192,0.9567369703787026,0.9972892401349208,4,0.611,216.504,1217.0,419
Q8,"{""nation"": ""EGYPT"", ""region"": ""MIDDLE EAST"", ""type"": ""MEDIUM ANODIZED STEEL""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.431,351.373,2.0,420
Q16,"{""brand"": ""Brand#21"", ""typeprefix"": ""STANDARD BURNISHED"", ""sizes"": ""12, 16, 17, 23, 27, 29, 31, 40""}",35903.78,35943.85,16028,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,333058,166667,179106,300,2.242426227462724,0.9988574162919027,1,0.446,716.414,18150.0,421
Q7,"{""nation1"": ""MOROCCO"", ""nation2"": ""EGYPT""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.674,5260.653,4.0,422
Q4,"{""date"": ""1995-12-01""}",71321.09,71366.05,5,24,8,6,2,0,1,2,0,0,1,1,2,1,0,2,92906,57388,23918,128,11894.341666666667,0.9993560053273884,1,0.371,299.642,5.0,423
Q6,"{""date"": ""1996-01-01"", ""discount"": 0.09, ""quantity"": 24}",169001.04,169001.05,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,990723,940583,50136,108,84500.525,0.9999940237411322,0,0.12,525.648,1.0,424
Q13,"{""w1"": ""unusual"", ""w2"": ""accounts""}",144891.89,144892.39,200,16,10,8,2,1,1,0,1,0,0,2,3,1,0,2,2185176,624888,687388,104,720.8576616915424,0.9999896475608722,1,0.377,1057.766,42.0,425
Q9,"{""color"": ""maroon""}",55523.44,55541.31,120,90,16,9,6,3,3,0,2,0,3,1,1,1,0,2,359129,333333,337570,575,459.0190909090909,0.9996602589989506,5,3.411,3407.983,175.0,426
Q17,"{""brand"": ""Brand#42"", ""container"": ""WRAP BOX""}",195998.88,195998.9,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003692,6001215,6001326,106,97999.45,0.9999947959157123,1,0.336,1796.956,1.0,427
Q15,"{""date"": ""1996-10-01""}",149027.48,149559.26,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,403838,239827,109976,434,2932.5345098039215,0.9964376900655294,1,0.239,413.191,1.0,428
Q6,"{""date"": ""1993-01-01"", ""discount"": 0.03, ""quantity"": 25}",168152.74,168152.75,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,937559,888598,48957,108,84076.375,0.9999939935921738,0,0.123,512.254,1.0,429
Q1,"{""delta"": 73}",231519.62,231521.88,6,236,5,4,1,1,0,0,0,0,0,1,2,1,0,2,2476348,2476316,2476316,969,33074.55428571429,0.9999859193182116,0,0.207,2803.345,4.0,430
Q5,"{""region"": ""MIDDLE EAST"", ""date"": ""1993-01-01""}",86574.79,86574.85,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,196573,76231,72546,588,3329.8019230769232,0.99998775640089,5,2.764,832.435,5.0,431
Q7,"{""nation1"": ""UNITED KINGDOM"", ""nation2"": ""KENYA""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.646,5078.531,4.0,432
Q1,"{""delta"": 66}",231600.79,231603.04,6,236,5,4,1,1,0,0,0,0,0,1,2,1,0,2,2478667,2478635,2478635,969,33086.14857142857,0.9999859674295837,0,0.206,2777.46,4.0,433
Q5,"{""region"": ""AFRICA"", ""date"": ""1997-01-01""}",86251.18,86251.24,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,194841,74928,72546,588,3317.355384615385,0.9999877104640991,5,2.346,819.655,5.0,434
Q12,"{""m1"": ""SHIP"", ""m2"": ""FOB"", ""date"": ""1997-01-01""}",210333.15,210586.38,7,27,8,6,2,2,0,0,1,0,0,1,2,1,0,2,675182,624951,637501,185,26323.2975,0.998792757666675,1,0.356,713.748,2.0,435
Q1,"{""delta"": 70}",231554.41,231556.67,6,236,5,4,1,1,0,0,0,0,0,1,2,1,0,2,2477342,2477310,2477310,969,33079.52428571429,0.9999859214337404,0,0.204,2784.755,4.0,436
Q14,"{""date"": ""1994-05-01""}",113469.6,113469.61,1,32,8,5,2,1,0,2,1,0,0,0,2,1,0,2,299019,83333,113435,259,56734.805,0.999991099016741,1,0.34,220.193,1.0,437
Q10,"{""date"": ""1994-08-01""}",195228.94,195228.99,20,202,16,10,4,3,0,2,3,0,0,2,1,1,0,2,1091929,599455,686242,1716,9296.618571428571,0.9999946217279426,3,1.024,825.294,20.0,438
Q22,"{""codes"": ""'20', '23', '24', '28', '29', '32', '33'""}",13017.65,13121.34,733,72,10,4,2,2,1,0,0,0,1,1,3,2,0,4,4814,1988,2734,318,17.876485013623977,0.9920220021733929,1,0.415,109.287,7.0,439
Q16,"{""brand"": ""Brand#32"", ""typeprefix"": ""STANDARD PLATED"", ""sizes"": ""3, 10, 13, 19, 35, 38, 40, 49""}",36028.45,36068.73,16112,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,334852,166667,179257,300,2.2384863153975054,0.9988555500692684,1,0.441,718.299,18381.0,440
Q15,"{""date"": ""1996-12-01""}",148941.81,149473.59,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,397759,235536,108188,434,2930.854705882353,0.9964356483600323,1,0.24,417.174,1.0,441
Q9,"{""color"": ""almond""}",66555.5,66580.67,169,90,16,9,6,3,3,0,2,0,3,1,1,1,0,2,369426,333333,339253,575,391.651,0.9996069488794739,5,2.981,3431.352,175.0,442
Q17,"{""brand"": ""Brand#42"", ""container"": ""JUMBO PKG""}",196001.22,196001.23,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003902,6001215,6001333,106,98000.615,0.999994846997404,1,0.33,1801.619,1.0,443
Q17,"{""brand"": ""Brand#21"", ""container"": ""JUMBO BOX""}",195998.06,195998.07,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003618,6001215,6001324,106,97999.035,0.9999948469143246,1,0.267,1795.469,1.0,444
Q5,"{""region"": ""EUROPE"", ""date"": ""1995-01-01""}",86450.85,86450.91,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,195866,75699,72546,588,3325.0350000000003,0.9999877388481064,5,2.307,833.86,5.0,445
Q8,"{""nation"": ""MOZAMBIQUE"", ""region"": ""AFRICA"", ""type"": ""LARGE PLATED STEEL""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.408,362.95,2.0,446
Q19,"{""b1"": ""Brand#54"", ""b2"": ""Brand#53"", ""b3"": ""Brand#15"", ""q1"": 4, ""q2"": 10, ""q3"": 24}",32916.31,32916.32,1,32,6,4,2,1,1,0,0,0,1,0,2,1,0,2,255,203,204,159,16458.16,0.9999693170646942,1,0.529,77.871,1.0,447
Q17,"{""brand"": ""Brand#41"", ""container"": ""WRAP BOX""}",195998.61,195998.62,1,32,9,4,2,2,0,2,1,0,0,0,2,1,0,2,6003667,6001215,6001325,106,97999.31,0.9999948469287848,1,0.307,1791.565,1.0,448
Q11,"{""nation"": ""MOROCCO""}",10179.8,10206.47,10667,36,15,5,3,2,2,4,0,0,4,1,2,0,0,0,87897,32000,962,192,0.9567369703787026,0.9972892401349208,4,0.642,252.887,1289.0,449
Q11,"{""nation"": ""UNITED KINGDOM""}",10179.8,10206.47,10667,36,15,5,3,2,2,4,0,0,4,1,2,0,0,0,87897,32000,962,192,0.9567369703787026,0.9972892401349208,4,0.624,135.779,1089.0,450
Q7,"{""nation1"": ""VIETNAM"", ""nation2"": ""IRAQ""}",70152.04,71047.39,6113,116,17,8,5,2,4,0,2,0,3,1,1,1,1,2,439603,146890,72704,754,11.62044324501145,0.9873839505722789,5,1.687,5584.281,4.0,451
Q3,"{""segment"": ""HOUSEHOLD"", ""date"": ""1995-03-27""}",205933.26,205933.29,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1643133,325396,320691,256,18721.208181818183,0.9999949984045882,2,0.691,656.527,10.0,452
Q3,"{""segment"": ""BUILDING"", ""date"": ""1995-03-06""}",202297.41,202297.44,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1613443,319767,314826,256,18390.676363636365,0.9999949085123939,2,0.823,657.305,10.0,453
Q8,"{""nation"": ""ALGERIA"", ""region"": ""AFRICA"", ""type"": ""SMALL PLATED TIN""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,2.441,336.866,2.0,454
Q8,"{""nation"": ""ETHIOPIA"", ""region"": ""AFRICA"", ""type"": ""PROMO PLATED COPPER""}",75778.7,76156.66,2406,64,21,9,7,4,4,0,3,0,4,1,1,1,0,2,36143,16549,637,522,31.639659326963027,0.9950240067775191,7,3.233,332.034,2.0,455
Q16,"{""brand"": ""Brand#41"", ""typeprefix"": ""STANDARD BURNISHED"", ""sizes"": ""11, 16, 24, 30, 34, 40, 43, 48""}",35689.51,35729.21,15881,44,9,6,3,2,1,0,1,0,0,2,1,1,0,2,329974,166667,178848,300,2.2496669185241154,0.9988609078983863,1,0.448,719.692,18312.0,456
Q21,"{""nation"": ""INDONESIA""}",72876.29,72876.3,1,34,17,11,4,3,3,0,1,0,4,2,1,1,0,2,492655,305684,315908,432,36438.15,0.9999861410892005,5,2.381,3323.93,100.0,457
Q5,"{""region"": ""EUROPE"", ""date"": ""1997-01-01""}",86251.18,86251.24,25,58,19,12,6,4,2,0,3,0,2,2,2,1,0,2,194841,74928,72546,588,3317.355384615385,0.9999877104640991,5,2.337,828.45,5.0,458
Q6,"{""date"": ""1997-01-01"", ""discount"": 0.02, ""quantity"": 24}",169024.69,169024.7,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,991518,942155,49359,108,84512.35,0.9999940245773276,0,0.119,503.476,1.0,459
Q3,"{""segment"": ""AUTOMOBILE"", ""date"": ""1995-03-04""}",200758.7,200758.73,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1600921,316869,314155,256,18250.793636363636,0.9999948694890155,2,0.691,650.956,10.0,460
Q6,"{""date"": ""1994-01-01"", ""discount"": 0.09, ""quantity"": 25}",168016.57,168016.58,1,32,5,4,1,0,0,2,0,0,0,0,2,1,0,2,929033,880122,48907,108,84008.29,0.9999939887242753,0,0.119,502.655,1.0,461
Q21,"{""nation"": ""GERMANY""}",72876.29,72876.3,1,34,17,11,4,3,3,0,1,0,4,2,1,1,0,2,492655,305684,315908,432,36438.15,0.9999861410892005,5,2.365,3186.783,100.0,462
Q3,"{""segment"": ""HOUSEHOLD"", ""date"": ""1995-03-25""}",205841.77,205841.8,10,44,11,8,3,2,1,0,1,0,1,2,1,1,0,2,1642485,325383,320195,256,18712.890909090907,0.9999949961815522,2,0.717,659.683,10.0,463
Q15,"{""date"": ""1993-03-01""}",148901.6,149433.37,50,103,11,6,2,0,1,2,0,0,1,1,3,1,0,2,380208,223147,103026,434,2930.0660784313723,0.9964347559400157,1,0.228,419.719,1.0,464
Q20,"{""color"": ""magenta"", ""date"": ""1996-01-01"", ""nation"": ""BRAZIL""}",173752.44,173752.71,108,51,15,7,5,2,1,5,1,0,2,1,1,0,0,0,7164,2693,2423,328,1594.0615596330274,0.9999926908035518,3,0.714,1644.002,203.0,465
Q20,"{""color"": ""firebrick"", ""date"": ""1995-01-01"", ""nation"": ""CHINA""}",173752.44,173752.71,108,51,15,7,5,2,1,5,1,0,2,1,1,0,0,0,7164,2693,2423,328,1594.0615596330274,0.9999926908035518,3,0.71,1648.716,194.0,466
